####
# Wall Drawing matplotlib drawings/86_001_5.0m_10.0m_2500.png
#
# User input was Height(m): 5.0, Width(m): 10.0, Number of lines: 2500
#
#
x, y, degrees
1.8589, 2.3907, 194.55
8.1103, 0.1814, 114.59
4.7714, 3.1137, 99.47
8.6385, 2.3555, 226.18
4.7257, 2.2103, 185.61
3.5104, 2.8501, 299.26
4.1483, 3.0955, 332.07
1.7662, 2.2892, 61.26
4.3574, 0.6646, 48.82
6.0767, 2.6275, 44.58
2.4753, 1.0480, 48.97
5.5069, 2.3139, 273.41
9.4096, 3.4896, 291.65
0.2915, 0.7030, 103.51
4.2892, 4.4857, 122.30
8.5217, 1.9588, 73.15
0.8821, 3.2508, 321.13
7.9381, 3.8728, 112.45
6.7267, 4.4358, 58.72
0.0533, 0.4463, 16.27
5.5998, 3.2895, 208.16
5.2574, 4.1167, 129.69
6.9498, 4.3868, 165.28
1.4454, 4.0929, 102.73
4.2358, 2.5900, 228.28
5.2953, 2.7279, 307.56
5.1742, 1.0670, 254.59
4.7970, 3.0381, 91.75
9.3446, 3.1838, 240.51
7.0688, 4.4229, 315.59
2.5490, 3.8824, 21.13
9.2441, 3.5006, 186.47
0.7478, 0.1764, 341.67
7.6773, 2.7186, 191.98
4.1732, 4.9990, 136.79
7.0644, 0.6822, 101.57
4.4039, 4.0239, 331.97
7.7276, 2.7961, 171.45
6.7966, 2.7175, 358.11
0.7427, 4.3298, 322.86
3.1766, 1.6959, 164.50
9.4280, 4.8603, 64.39
9.5589, 1.1596, 291.95
6.2481, 3.4336, 185.74
4.7724, 1.3129, 39.57
2.9970, 1.3887, 85.15
9.0869, 2.9848, 20.04
3.8026, 0.1111, 124.77
7.6489, 3.0044, 64.61
7.4006, 3.4704, 0.13
8.3281, 0.4066, 123.24
6.3372, 1.9370, 16.05
8.5970, 0.1817, 202.43
6.8292, 1.7304, 313.77
5.6867, 2.3321, 255.99
7.1328, 1.5096, 16.51
7.7816, 3.1454, 6.22
3.9092, 4.0879, 276.20
5.8200, 0.1685, 334.59
8.8059, 4.3735, 67.46
5.8228, 0.7063, 75.00
6.2856, 0.4556, 134.62
3.9641, 1.5653, 270.17
1.0010, 3.3189, 190.22
6.8875, 2.3262, 257.64
4.3426, 1.3867, 22.51
1.6056, 1.9634, 344.10
2.4592, 1.5957, 253.13
1.8937, 2.9659, 0.38
5.2139, 2.9639, 63.84
6.3507, 0.6198, 338.68
1.9112, 0.1975, 112.54
8.9547, 1.2753, 302.32
0.2227, 0.3326, 149.78
0.9638, 0.4346, 134.55
5.6595, 2.5200, 265.17
1.9762, 3.6398, 48.24
7.9602, 4.0324, 304.67
9.3164, 4.1914, 115.24
3.5177, 0.8939, 273.78
4.0057, 4.3503, 327.32
9.2960, 2.2949, 129.32
0.5253, 4.9520, 274.55
7.5048, 1.8790, 31.17
2.6992, 3.7698, 229.22
0.9636, 1.1320, 294.02
6.8727, 2.8059, 146.37
8.1062, 3.6969, 228.49
3.2243, 2.0866, 157.71
1.8656, 0.7213, 40.67
0.6998, 1.6140, 144.01
4.6179, 3.2082, 140.10
6.9617, 0.5173, 341.77
9.1153, 2.2832, 68.29
0.4726, 2.6831, 22.00
8.8964, 1.0100, 348.85
5.4873, 0.6876, 123.19
0.4889, 3.2405, 342.26
2.9874, 0.3533, 307.93
6.0592, 1.2745, 321.46
4.2551, 4.3043, 257.92
4.9869, 0.8658, 89.81
9.0920, 0.4435, 349.75
9.7168, 4.7112, 32.94
1.9827, 4.8844, 304.27
2.2687, 1.5236, 329.09
5.4812, 0.0219, 43.32
0.0097, 1.0905, 80.51
1.9644, 4.0698, 358.66
9.7010, 2.9615, 179.58
9.9595, 3.6944, 33.89
1.2433, 3.0760, 243.63
9.3803, 3.7068, 22.19
3.4941, 2.6161, 35.69
6.0288, 4.7008, 225.73
8.6678, 4.7038, 191.96
1.4612, 1.6564, 242.03
2.9606, 4.7516, 233.39
9.9214, 3.2993, 132.88
5.8120, 2.3628, 315.33
1.5019, 1.7987, 246.19
4.5530, 1.6427, 312.00
8.1436, 4.1931, 151.79
1.5748, 1.3938, 169.97
3.2040, 1.2304, 169.64
4.6838, 1.5645, 221.16
4.7309, 0.4856, 235.71
4.6744, 1.2292, 176.64
1.6761, 1.4049, 219.70
3.2045, 1.8148, 94.24
3.9069, 2.6246, 161.97
0.4069, 3.3303, 196.95
4.2018, 0.9640, 280.67
1.6569, 0.1336, 296.04
5.3639, 1.7092, 313.10
9.9287, 4.6414, 202.37
0.2469, 4.4087, 192.52
5.1577, 2.1184, 88.28
2.7705, 0.0252, 267.96
4.7761, 0.3264, 39.86
2.5575, 3.3322, 175.33
7.3202, 1.6430, 10.46
8.3507, 0.0409, 252.99
6.1410, 3.9841, 107.58
0.7580, 0.9261, 283.21
6.3350, 4.6285, 64.80
5.0926, 4.3524, 291.78
7.6336, 3.6102, 93.10
4.1137, 1.2210, 100.14
2.7723, 1.4260, 235.70
4.4352, 3.0448, 69.53
1.1897, 1.3366, 296.82
8.0437, 0.2981, 176.66
5.6080, 3.3742, 313.32
3.1721, 4.9403, 259.88
6.0635, 1.5207, 19.51
8.5066, 4.9521, 82.14
7.8697, 1.9120, 49.40
3.1162, 2.3158, 187.64
3.9299, 1.5115, 279.39
0.5464, 4.5611, 85.06
4.2472, 0.5803, 219.31
4.3136, 3.8264, 116.14
6.4895, 4.3869, 328.01
7.4373, 2.8792, 39.64
6.7090, 1.4914, 28.45
9.0609, 4.3874, 294.38
2.6517, 0.0015, 183.33
2.2696, 4.7275, 191.78
0.3190, 3.8972, 275.88
1.6769, 1.8821, 245.01
1.9306, 4.1177, 67.21
0.6027, 3.1605, 328.99
5.3727, 0.6103, 254.30
5.2825, 1.6462, 245.99
5.5252, 3.9856, 260.11
3.8143, 4.7806, 148.39
0.7245, 1.9179, 78.82
1.6455, 0.4213, 150.65
5.2625, 2.8275, 107.82
5.1526, 4.7263, 166.12
5.2932, 1.3164, 250.40
2.8565, 0.8861, 206.11
7.9292, 3.7881, 22.71
7.3287, 3.1790, 226.58
3.8805, 2.2819, 220.13
4.9475, 3.1356, 106.32
8.0019, 2.9608, 90.78
2.1468, 1.7887, 185.14
2.1759, 4.0013, 262.92
5.4652, 4.7962, 260.83
4.8894, 2.5323, 23.11
6.8494, 1.8532, 103.95
3.3257, 4.3600, 13.08
9.4372, 1.1599, 345.60
5.1865, 2.3609, 82.43
6.1815, 3.0873, 98.20
0.3442, 1.1509, 312.23
4.3596, 1.6851, 285.93
7.3634, 1.2640, 272.82
7.1775, 2.4134, 324.58
0.2639, 3.4466, 60.91
4.2884, 4.4575, 15.60
6.7637, 2.5162, 32.13
1.7035, 0.7784, 15.29
6.8317, 2.7919, 233.77
0.4496, 0.4527, 307.82
0.7785, 4.5059, 5.41
8.5488, 0.0041, 355.46
6.1733, 0.9846, 196.76
7.2204, 0.8721, 96.07
0.6004, 1.4038, 10.56
9.6152, 2.1514, 29.04
6.2940, 3.6972, 44.50
0.0149, 2.9084, 269.96
2.9275, 1.5246, 72.30
7.9075, 3.1986, 151.23
2.3450, 2.6629, 188.95
0.0947, 4.7113, 265.72
1.1736, 2.9439, 83.87
1.0280, 1.3320, 116.80
8.5744, 0.9725, 114.50
3.6348, 3.1251, 299.61
0.0239, 2.6206, 227.22
2.4446, 4.5942, 279.97
0.0568, 0.2881, 228.82
0.4874, 2.5518, 39.65
8.0551, 4.1357, 47.64
8.7514, 4.6870, 56.77
7.7857, 3.2195, 351.12
8.3347, 0.0050, 135.69
2.2599, 3.9401, 219.32
1.9609, 0.0639, 180.56
8.6711, 2.0991, 164.53
4.7063, 4.3763, 217.36
0.0078, 2.3171, 121.04
6.2195, 4.9830, 14.29
7.7532, 4.1201, 18.51
1.0719, 3.1953, 28.46
6.4129, 2.6714, 356.03
8.2632, 4.8614, 276.78
4.6593, 3.6120, 168.29
4.7462, 1.0746, 68.32
4.9105, 3.7146, 283.92
9.6645, 3.2773, 241.77
5.4773, 4.9515, 246.78
9.5881, 3.7961, 54.72
1.3802, 1.5137, 208.29
3.4781, 0.3389, 307.41
0.2293, 0.7301, 83.10
5.5389, 1.6181, 201.36
0.5034, 0.2994, 276.82
3.6599, 2.7355, 41.13
3.6283, 3.3542, 278.36
0.3767, 4.1617, 169.61
3.1696, 3.8297, 319.13
7.9299, 0.5066, 0.87
6.0707, 0.1146, 161.31
7.6385, 0.9107, 94.52
3.7140, 0.2968, 158.43
3.3644, 1.3074, 96.03
1.5523, 3.6258, 138.65
2.3503, 1.8493, 207.19
6.8713, 1.0069, 220.13
6.7448, 3.6888, 96.56
4.6545, 3.5285, 313.15
5.6625, 0.9808, 77.73
1.6796, 4.9323, 42.47
9.2627, 3.4448, 236.02
8.5528, 4.7016, 239.41
5.3390, 3.1425, 32.02
7.6565, 1.5453, 187.36
5.8527, 4.9525, 91.29
0.4023, 0.2764, 242.78
5.8243, 0.1436, 220.70
0.8339, 2.0983, 256.90
1.8012, 3.8474, 256.85
4.5489, 0.4346, 231.51
6.2022, 3.1609, 71.41
3.3229, 2.4401, 345.50
7.3204, 4.0724, 79.53
1.6990, 4.7858, 312.43
3.8156, 3.4417, 274.09
5.1561, 1.3024, 22.66
7.1390, 2.1620, 13.57
9.9302, 4.4765, 133.63
5.4703, 2.4056, 87.15
1.7791, 4.5579, 310.61
4.4092, 2.0436, 170.02
7.5639, 1.8729, 253.21
6.2636, 2.5256, 50.46
4.0448, 4.9648, 25.30
0.8226, 4.8247, 192.69
0.2962, 3.5853, 111.48
8.5856, 1.0784, 261.63
6.1600, 4.3064, 141.01
4.2122, 4.8284, 83.30
7.1373, 4.9850, 57.15
8.1310, 1.9162, 149.21
8.2644, 3.5213, 343.92
7.6088, 0.2342, 178.88
0.6659, 3.8356, 220.18
9.8560, 2.4658, 201.31
4.1342, 1.0754, 294.63
7.6501, 4.4519, 249.90
8.3017, 1.4052, 296.99
7.8884, 1.4037, 50.10
4.1838, 3.9052, 204.15
5.0199, 3.5096, 276.26
4.6174, 3.5506, 300.00
6.0158, 3.8124, 230.10
3.2796, 1.2524, 55.00
1.9064, 1.9815, 136.64
5.8235, 1.3627, 259.03
8.4532, 2.9770, 180.76
8.9066, 0.8885, 89.73
1.0358, 0.0811, 189.25
8.4870, 0.8961, 324.03
5.1214, 0.7737, 24.50
1.3958, 0.2386, 223.31
4.0634, 2.6383, 351.68
4.7285, 4.4860, 70.96
5.3446, 4.3345, 329.42
7.8668, 3.2563, 24.50
2.2325, 2.0343, 65.76
4.0265, 3.0013, 274.40
9.0049, 2.3106, 191.82
0.4988, 4.1218, 206.71
3.4274, 2.1609, 329.00
8.7007, 2.7056, 94.04
3.3383, 2.0231, 250.84
9.3377, 2.4029, 188.91
6.2099, 3.3911, 202.32
0.9635, 2.9985, 339.94
4.1948, 3.3103, 137.59
9.9078, 4.6492, 62.49
2.0986, 2.1115, 112.94
7.0450, 4.3556, 28.18
5.4693, 3.2354, 256.59
8.8957, 2.7885, 77.39
0.3025, 2.2614, 332.41
2.4162, 4.8718, 277.50
6.8078, 4.4396, 168.78
1.6150, 3.5950, 103.86
0.3242, 4.5900, 100.20
6.4718, 3.5397, 65.75
9.5236, 4.2904, 102.01
0.0893, 4.3565, 295.82
0.0182, 3.8270, 7.91
3.5162, 0.9089, 200.45
7.0975, 3.5785, 276.26
1.7746, 1.6487, 59.20
9.1825, 1.6612, 145.60
6.3858, 0.3606, 159.39
2.4095, 2.7364, 264.74
7.9421, 0.6973, 104.00
2.0051, 4.3416, 6.40
4.2805, 4.2144, 110.93
9.8195, 4.4113, 114.06
7.3862, 0.3313, 218.46
3.3166, 3.2647, 167.42
3.4743, 2.9223, 99.65
9.3355, 0.8481, 192.18
4.9947, 3.1411, 102.67
7.1601, 3.5723, 161.27
6.7469, 2.9761, 194.83
0.6055, 4.8696, 303.81
4.4392, 1.6199, 286.99
1.2368, 0.5118, 52.77
9.6927, 2.3264, 154.79
0.6960, 1.7012, 65.58
1.3368, 3.3255, 357.42
9.5255, 2.3988, 253.67
6.7517, 4.9180, 102.31
1.3776, 2.4580, 327.52
9.3339, 3.2739, 112.65
6.0325, 4.7764, 146.52
4.5714, 3.5018, 295.99
2.7187, 4.2790, 229.56
3.4243, 3.5344, 282.18
1.5634, 3.9306, 195.44
1.7680, 2.6942, 143.66
2.8387, 0.1309, 23.96
6.8172, 4.9371, 359.00
3.0991, 4.4078, 145.37
7.6318, 0.6482, 252.30
6.8656, 1.4534, 241.07
9.6372, 0.4457, 318.53
9.7839, 4.9760, 89.89
2.8642, 2.2583, 241.39
0.8709, 4.6526, 99.56
4.2081, 1.5215, 208.33
7.7621, 1.2854, 167.08
8.3650, 0.9124, 171.69
1.3578, 4.4347, 272.59
8.1044, 0.6929, 86.63
5.6669, 4.0349, 216.01
3.4298, 3.8749, 75.43
7.6273, 4.8773, 243.06
9.9576, 3.5920, 213.88
7.7906, 0.6294, 50.25
0.4658, 0.3649, 201.66
1.0355, 3.9687, 328.55
1.6652, 3.5286, 348.54
3.3183, 1.0216, 8.48
4.8773, 3.4138, 19.64
7.4134, 2.5950, 115.00
7.7050, 4.5706, 274.89
9.4459, 4.3840, 285.13
4.5034, 1.2152, 192.26
9.7614, 4.8859, 172.36
4.4561, 2.6735, 91.25
8.8948, 4.4672, 1.31
9.2944, 1.0661, 54.48
3.7055, 1.2586, 163.23
4.5663, 0.3150, 41.36
5.2500, 3.1642, 58.13
9.8764, 0.9421, 77.90
5.6668, 3.4609, 174.53
2.6716, 3.6788, 20.90
4.6001, 0.9170, 61.35
7.4408, 2.4375, 248.27
0.2671, 2.9330, 11.37
5.0576, 4.8271, 321.62
5.8608, 4.4307, 230.87
4.2000, 2.3564, 170.34
1.3546, 0.6094, 170.03
9.8224, 3.3039, 151.45
9.5465, 2.0333, 132.73
8.9708, 2.0317, 151.91
3.2715, 3.9630, 26.59
5.7705, 0.3261, 211.72
3.6375, 0.9272, 147.98
9.2430, 2.9948, 67.33
0.0426, 4.7235, 109.67
7.9612, 0.3189, 279.44
6.5420, 4.2015, 25.84
8.0499, 2.7632, 80.97
5.6883, 1.5974, 14.27
6.1398, 1.0375, 258.03
0.8159, 4.0854, 113.92
6.7236, 0.2578, 352.93
7.1672, 1.0006, 170.84
9.4783, 2.8421, 71.64
5.9881, 2.7879, 130.48
1.7208, 1.4669, 311.39
5.7836, 0.0530, 34.61
5.5187, 2.0668, 327.84
5.5177, 4.3054, 94.34
6.3144, 2.1498, 52.32
2.3599, 3.0272, 21.00
9.8193, 4.2466, 252.85
1.8846, 1.0708, 33.60
8.2706, 1.7206, 160.38
1.5861, 2.1826, 238.92
5.1012, 0.0283, 109.72
3.3267, 1.3703, 56.48
6.6804, 2.3086, 253.81
7.4431, 1.3238, 234.43
8.9207, 1.6516, 226.80
5.9098, 3.8348, 198.01
5.6931, 3.2751, 129.80
4.9815, 3.9300, 162.69
8.9678, 3.1434, 308.59
4.2159, 1.5610, 213.05
6.0165, 3.5288, 155.38
6.5085, 0.4479, 346.53
3.0342, 4.9595, 49.90
4.7497, 4.2647, 342.74
7.9846, 3.9219, 28.05
8.7612, 2.9689, 137.40
9.2067, 0.6276, 3.89
8.1965, 1.2895, 235.47
0.5679, 1.4375, 58.28
3.9794, 0.2619, 85.71
5.4401, 4.4978, 43.51
7.1909, 0.8006, 169.82
7.0978, 2.3891, 4.03
0.7505, 1.1011, 67.23
1.5964, 1.2482, 99.14
0.4160, 4.5549, 176.41
1.6995, 2.3522, 246.85
6.6711, 3.8041, 249.17
5.0648, 1.9099, 346.65
9.6172, 2.2883, 219.23
2.2890, 1.9008, 309.41
3.2576, 3.6337, 115.09
7.7553, 1.0738, 343.73
3.6888, 4.7578, 12.41
6.5249, 3.4286, 190.70
5.0502, 4.5729, 320.27
5.2856, 4.6732, 250.95
9.3561, 1.4302, 354.81
0.8409, 2.8048, 149.31
0.2854, 2.5534, 228.98
7.8930, 2.8132, 92.41
5.8393, 4.1318, 260.32
9.3672, 3.7266, 83.66
6.5349, 4.6642, 237.26
7.2333, 1.2238, 209.92
8.3519, 0.4234, 161.29
6.9585, 3.2031, 172.75
4.1466, 4.6885, 226.95
4.6325, 3.2895, 260.95
9.6464, 0.8097, 84.61
2.6437, 0.9315, 20.65
1.7622, 2.9844, 21.14
6.3350, 0.3406, 4.99
8.3569, 2.4230, 293.93
3.2479, 0.0748, 223.54
5.7490, 3.8995, 257.76
8.0934, 3.7567, 131.90
4.0300, 1.4484, 191.91
9.4600, 1.9972, 247.98
6.3921, 2.7849, 222.51
8.4634, 3.9946, 149.52
0.2236, 4.9607, 300.05
0.4152, 2.9186, 56.00
8.4354, 4.3961, 336.55
8.2374, 1.6143, 349.77
1.3357, 4.0594, 200.27
1.8735, 4.8481, 270.61
5.5230, 4.7193, 314.45
2.6652, 2.1743, 145.11
7.1924, 4.3940, 344.08
5.5529, 1.1782, 335.60
5.0125, 3.8915, 144.09
8.3183, 3.4005, 150.57
6.0424, 1.0006, 145.93
8.7032, 1.4219, 119.74
3.3502, 1.2843, 21.63
3.4795, 1.2619, 338.32
2.5139, 4.3373, 185.34
5.9475, 0.5992, 102.59
4.0737, 2.2480, 334.69
2.7194, 3.6395, 74.01
9.4586, 0.6144, 192.83
5.3251, 0.7470, 262.14
0.4907, 0.1257, 22.86
7.1045, 3.5506, 229.21
9.9057, 3.6103, 53.92
3.7617, 3.0374, 77.07
3.8956, 3.6896, 153.94
7.7106, 1.6490, 123.57
5.2716, 3.6022, 152.57
9.9373, 3.7317, 197.55
5.2209, 3.0932, 276.32
7.9961, 1.6500, 169.17
1.6314, 3.1020, 224.58
2.2968, 4.1092, 345.81
2.9084, 4.6339, 273.37
0.7750, 3.6620, 300.65
3.7980, 0.1561, 216.73
0.2772, 0.1104, 51.04
5.1546, 4.6834, 55.41
8.4768, 0.7730, 24.22
0.7638, 3.6245, 67.34
7.3024, 0.8746, 150.25
9.2204, 0.1431, 153.11
5.3209, 0.3165, 133.91
2.8744, 1.2373, 70.08
1.1182, 0.3544, 205.45
0.2781, 3.8119, 48.05
6.2202, 3.3172, 59.06
9.5142, 4.9824, 87.23
0.9979, 4.6325, 8.95
7.8453, 0.5974, 198.29
8.3238, 4.0958, 351.96
4.8168, 1.1104, 201.90
6.1549, 2.2474, 155.97
4.0384, 1.2907, 183.57
5.6018, 1.0053, 315.20
1.1441, 4.9464, 345.43
5.8982, 0.2195, 302.91
9.3102, 2.1580, 268.41
8.7628, 3.1992, 285.97
3.2828, 4.0850, 122.99
5.3408, 4.9370, 96.47
0.2312, 3.7862, 155.89
5.7391, 3.2332, 4.22
5.6062, 2.1332, 56.81
3.9197, 0.5941, 140.21
9.4388, 2.4022, 161.33
4.9702, 0.5342, 162.27
3.2146, 0.6107, 300.05
6.3924, 3.6246, 3.20
7.2198, 1.2566, 188.17
3.4990, 3.5879, 112.65
2.6217, 1.1425, 150.71
6.3452, 2.4285, 192.11
8.3170, 4.6261, 196.45
5.5648, 3.5932, 185.06
2.7913, 3.6835, 351.28
8.0526, 0.0005, 315.58
2.8767, 4.5979, 338.32
9.9739, 4.2828, 289.97
2.9348, 1.8762, 169.97
1.2257, 3.3164, 154.01
1.6703, 0.3204, 26.54
6.8759, 2.9628, 199.97
0.7548, 4.5348, 129.63
5.3332, 1.6100, 113.62
4.6456, 2.8107, 183.44
4.2062, 1.3715, 175.46
2.5090, 1.7173, 14.46
8.8428, 2.4398, 118.53
7.8225, 3.1073, 138.46
0.1048, 0.8667, 233.42
1.8978, 2.6937, 187.84
9.4860, 0.6820, 21.17
9.2196, 2.8613, 71.24
5.6671, 2.8564, 318.42
6.2839, 2.5605, 170.34
0.0686, 2.0737, 335.55
0.0400, 3.7176, 341.62
4.0740, 4.6055, 118.92
5.9966, 0.1988, 66.87
6.3385, 1.1227, 27.99
9.0399, 3.3497, 358.25
9.1237, 3.1709, 281.36
7.0267, 3.4671, 332.22
9.5956, 1.3521, 254.43
4.8716, 4.6116, 35.35
3.0225, 1.2718, 116.82
9.2334, 3.9610, 238.52
2.1763, 4.9084, 179.65
0.4135, 1.5961, 0.17
8.4117, 3.0952, 334.68
0.7134, 2.4761, 253.20
5.8134, 4.6962, 173.72
3.3541, 0.5777, 309.44
3.4952, 4.9582, 163.03
1.7341, 3.1768, 154.06
9.6549, 4.8983, 169.24
4.0891, 3.3960, 117.94
9.6166, 0.8286, 92.75
9.3430, 0.2819, 261.55
9.0778, 0.0812, 218.70
9.5132, 3.2579, 77.37
6.8694, 2.8477, 103.37
8.2023, 3.0975, 72.32
3.9336, 2.0776, 150.44
5.6108, 4.9466, 148.96
1.7444, 2.1986, 54.75
2.7053, 3.3002, 86.08
3.8613, 2.7161, 124.27
0.7369, 1.2348, 114.58
4.2167, 4.5346, 355.97
4.2683, 4.6599, 113.60
1.9004, 1.0806, 48.99
7.3213, 3.3039, 205.49
4.2750, 1.4828, 214.24
6.2550, 2.9681, 77.65
3.9591, 4.3367, 32.57
6.4105, 2.8050, 41.82
7.6005, 2.3584, 298.93
6.3155, 1.6939, 204.99
9.4688, 2.6525, 4.74
3.4407, 2.6440, 169.82
4.1597, 1.3305, 142.51
5.0657, 3.9625, 92.64
5.7325, 0.7543, 158.32
2.2103, 2.0948, 189.51
6.0620, 1.6400, 310.79
7.6626, 4.8100, 59.48
7.0929, 4.0197, 205.79
7.3820, 1.5815, 230.02
7.3832, 1.1979, 6.30
9.0355, 1.6593, 100.16
1.7634, 1.0282, 166.00
1.9217, 2.7308, 299.52
5.6454, 2.0006, 330.23
0.3453, 0.5337, 137.95
3.7045, 3.5698, 54.32
3.0545, 3.9317, 54.73
9.3158, 2.1782, 323.34
6.7101, 2.8428, 300.16
4.5139, 4.6093, 84.57
6.7774, 1.8404, 163.70
7.9523, 1.7359, 83.72
0.3320, 1.4545, 23.36
5.5195, 3.2713, 163.03
3.9914, 3.8653, 47.30
5.7043, 0.5431, 93.52
2.3486, 4.7977, 95.88
2.9013, 0.9360, 164.99
3.6302, 3.1686, 247.25
6.4323, 0.8121, 300.87
9.2234, 0.2065, 41.33
5.0154, 1.4437, 146.98
1.6585, 4.7426, 213.82
3.7809, 2.2811, 14.72
8.2781, 3.3726, 249.42
1.3955, 3.5141, 291.89
3.9329, 2.6438, 305.12
5.7877, 3.8765, 34.02
4.6627, 3.6374, 343.99
6.3136, 1.2631, 176.43
9.2878, 2.3548, 345.92
9.1789, 4.8921, 248.91
9.1310, 0.5378, 17.98
7.1029, 2.5871, 179.80
9.6860, 4.2887, 263.91
1.2762, 2.3400, 278.35
6.1386, 0.0580, 286.31
9.6901, 0.2045, 331.67
5.7219, 3.8138, 0.12
6.4347, 0.4849, 240.83
3.1142, 4.5454, 219.04
2.1730, 3.9356, 312.12
8.6480, 3.6414, 24.04
5.0300, 4.4052, 149.21
1.1177, 4.2104, 325.66
1.6369, 4.4893, 339.08
1.2432, 4.2099, 143.37
9.1048, 1.7977, 292.61
8.5266, 2.6896, 126.46
0.4772, 0.2930, 350.86
9.8300, 0.2072, 213.53
0.1900, 4.8705, 52.13
1.1760, 1.4398, 249.15
0.5337, 2.6142, 150.79
7.7709, 4.7283, 83.67
3.9678, 3.9077, 40.16
9.2336, 3.8237, 8.16
8.0382, 4.0871, 109.52
9.9455, 1.7105, 56.88
7.7775, 2.1121, 257.48
3.7918, 2.5748, 29.59
8.6754, 0.2166, 250.27
5.4940, 3.9741, 150.88
5.2402, 4.3498, 72.54
9.3728, 1.7775, 118.30
0.5381, 1.1690, 236.74
6.2067, 4.6882, 147.80
4.1982, 1.3946, 62.02
9.5088, 2.4416, 49.82
0.1202, 1.5099, 251.04
4.1848, 4.1704, 51.26
9.2920, 0.1827, 110.14
5.4135, 0.8234, 352.33
1.7205, 1.2732, 50.97
0.4437, 2.5425, 341.11
6.9376, 1.7139, 112.36
2.5374, 1.2041, 214.65
4.2973, 0.0144, 40.45
7.4693, 0.5944, 24.72
8.0438, 1.9644, 316.56
9.6172, 4.4518, 174.03
7.2411, 2.0317, 323.76
5.0785, 2.9762, 153.60
8.0441, 0.7375, 70.63
9.4821, 1.3723, 266.87
6.9475, 1.7950, 286.19
1.0134, 0.6596, 125.43
1.4591, 3.1359, 130.32
1.6645, 3.0376, 3.01
5.2821, 2.2362, 334.14
9.9975, 1.9733, 252.13
3.7865, 1.0119, 287.24
5.4338, 3.3708, 175.51
6.0317, 0.4009, 302.83
6.5000, 3.0868, 294.82
2.4766, 2.5432, 69.68
1.2326, 2.4341, 92.42
5.2411, 3.7098, 66.83
4.3466, 4.7661, 358.38
9.4601, 0.0867, 226.45
2.9441, 4.6774, 136.16
3.1941, 4.5477, 257.00
3.5844, 4.8568, 226.06
2.0330, 4.5058, 188.80
9.5164, 1.9271, 307.37
9.4817, 1.1596, 205.45
7.0725, 4.6615, 313.88
0.3361, 1.7945, 186.21
8.4548, 3.6704, 197.80
3.8386, 0.3895, 192.11
2.5054, 1.5585, 262.74
0.5229, 4.8912, 213.37
6.6245, 1.0414, 164.42
6.8305, 0.9170, 29.89
5.1945, 3.5474, 50.31
5.3762, 1.0536, 213.91
0.1684, 0.5109, 91.48
0.6641, 1.1400, 318.63
4.9355, 2.0216, 52.77
6.6463, 0.6447, 81.30
3.0936, 0.6373, 266.05
4.1710, 4.9989, 112.64
1.8515, 2.5321, 286.71
4.2993, 1.4639, 199.39
3.8593, 1.7848, 336.52
6.1133, 0.7631, 188.66
4.7211, 4.7186, 140.90
5.6638, 0.6588, 185.18
3.1962, 2.2308, 169.80
8.2736, 0.2047, 119.02
9.3305, 2.2128, 316.75
4.9918, 2.9738, 176.89
3.8454, 3.3692, 226.91
5.5906, 3.5088, 93.92
1.3236, 4.4812, 220.20
6.2538, 2.3756, 124.99
6.8404, 3.8717, 202.73
4.9712, 1.2445, 347.58
6.4413, 2.6691, 252.55
3.1371, 4.6100, 245.50
0.2602, 4.8799, 253.64
2.9286, 0.2456, 5.86
5.3168, 1.9225, 16.60
8.4516, 4.6996, 86.28
1.9042, 1.1323, 323.27
3.4453, 4.8547, 339.88
7.4099, 0.3838, 327.15
3.7783, 4.1522, 199.74
7.8103, 3.2293, 190.93
8.4154, 4.8636, 55.99
0.7983, 1.1594, 326.27
9.1349, 4.9974, 54.87
5.5088, 3.1398, 29.28
0.6899, 3.2068, 176.65
2.7310, 4.9072, 308.24
6.0487, 1.9895, 97.49
6.1464, 1.2223, 11.99
2.5588, 2.5262, 1.03
3.5484, 1.4146, 101.13
3.7307, 2.6565, 227.17
3.6628, 0.9455, 315.23
5.9362, 3.6840, 297.38
4.3186, 1.1052, 352.49
4.5509, 3.0420, 359.02
7.7331, 1.0296, 88.55
6.3053, 1.5747, 239.99
4.3306, 0.5434, 230.69
9.3550, 2.5566, 203.81
0.8141, 4.0974, 310.17
5.4446, 1.9097, 198.39
4.7723, 1.9737, 164.67
9.6686, 0.1611, 26.97
1.0753, 2.0939, 108.36
2.1929, 4.9606, 155.34
9.2923, 0.0495, 326.21
8.9924, 1.8230, 97.02
7.6136, 0.3206, 25.30
2.0900, 1.8308, 86.05
1.9257, 0.8679, 268.96
7.7868, 0.3765, 151.38
4.1294, 1.7877, 195.27
1.4053, 4.1507, 39.68
0.0840, 1.1870, 13.90
2.0569, 1.9161, 34.79
9.0863, 4.8048, 162.93
6.8839, 2.0919, 226.13
6.9603, 0.2063, 211.12
9.8763, 0.6496, 215.17
7.1094, 0.2186, 288.84
4.6073, 3.5250, 222.48
6.1233, 4.6605, 267.51
5.4507, 1.6490, 325.69
2.1612, 3.1339, 216.47
2.0022, 3.1688, 213.98
7.2448, 2.4703, 217.11
1.3705, 0.8247, 229.37
7.4647, 2.2473, 221.08
4.7111, 2.9480, 317.45
4.1113, 4.8752, 6.35
0.5842, 2.9347, 30.84
7.9211, 1.4367, 115.80
