####
# Wall Drawing matplotlib drawings/86_001_2.0m_5.0m_10000.png
#
# User input was Height(m): 2.0, Width(m): 5.0, Number of lines: 10000
#
#
x, y, degrees
2.9601, 1.2118, 300.00
1.0260, 0.6144, 14.86
2.5207, 0.2546, 206.97
4.2009, 0.3573, 143.78
3.5046, 1.8032, 353.52
0.1350, 0.6394, 235.19
0.3298, 0.5260, 212.36
1.3413, 0.5966, 158.01
3.4089, 1.7001, 296.41
2.7573, 1.0185, 230.80
3.8002, 1.7096, 266.33
4.8844, 1.5741, 165.35
0.3962, 0.9510, 326.68
0.8035, 0.2482, 311.86
4.7180, 1.0480, 199.38
4.3545, 0.5155, 19.26
0.8568, 0.7495, 254.78
0.5728, 1.8922, 109.39
0.6766, 1.6377, 88.16
0.8474, 0.5304, 132.07
4.5268, 1.8278, 329.88
4.9569, 0.1299, 195.91
3.0334, 0.5573, 324.09
3.8621, 0.9819, 325.26
0.1478, 0.3365, 260.51
4.8980, 0.1325, 233.62
3.7357, 0.0147, 281.58
4.9397, 0.3346, 97.90
3.4073, 1.9068, 332.17
3.9293, 0.4656, 322.81
3.9141, 0.7742, 187.47
0.1758, 1.7514, 53.01
4.7348, 1.5866, 164.83
0.2698, 1.7473, 55.49
1.6407, 0.1565, 99.07
4.8078, 0.1834, 22.60
3.7584, 1.5398, 68.38
1.1570, 1.7808, 130.68
1.4177, 0.2120, 92.11
0.3042, 1.0696, 75.53
2.4400, 1.8801, 23.90
4.1231, 1.4721, 143.93
1.4349, 0.6379, 220.84
4.7071, 0.9940, 7.07
3.6712, 1.2074, 4.12
3.7415, 1.4829, 232.33
1.3609, 0.8430, 201.39
1.0998, 0.6687, 269.24
3.2042, 1.1309, 82.24
0.0340, 0.6967, 275.00
0.8291, 1.1107, 267.18
3.5375, 0.6943, 22.87
4.9581, 1.2207, 309.13
1.3746, 0.7917, 212.35
3.4971, 0.3844, 243.32
2.4187, 0.6414, 103.63
4.0296, 0.9845, 250.37
4.3649, 0.7390, 215.35
0.9070, 1.5236, 192.38
4.5975, 1.3614, 272.97
0.4156, 0.8714, 173.41
4.9288, 1.4890, 7.35
3.9251, 1.2016, 75.94
3.7832, 0.6095, 153.80
0.0114, 0.5089, 333.85
3.9208, 0.4161, 323.30
1.6424, 1.7296, 289.08
1.3515, 0.1496, 90.40
3.7369, 1.2498, 261.76
0.1728, 1.3982, 51.87
0.5267, 1.3412, 154.87
4.8829, 0.4948, 188.77
3.8912, 0.3599, 220.79
3.5671, 0.8454, 259.97
3.3570, 0.4708, 307.79
4.8032, 1.5574, 346.30
2.2712, 0.2110, 245.39
4.7014, 1.2670, 134.12
1.4966, 0.5024, 265.02
0.8529, 0.8052, 304.02
0.9418, 1.3916, 297.91
4.0521, 1.4389, 192.82
2.0009, 1.2951, 135.18
4.5548, 1.7732, 301.79
2.2053, 1.9295, 41.22
0.4271, 0.9289, 323.56
4.8658, 0.1398, 247.22
2.5298, 0.4491, 260.04
2.6799, 0.4078, 342.73
2.6407, 0.1817, 295.38
4.4161, 1.2591, 36.76
0.3057, 1.5924, 73.13
2.8934, 1.5768, 237.47
0.5099, 0.9989, 102.53
4.5711, 1.9973, 141.14
1.5471, 0.5410, 114.95
0.5435, 1.3210, 316.42
0.7752, 0.5791, 42.74
1.7371, 1.9191, 61.85
4.5046, 0.5971, 325.43
3.5618, 1.9611, 68.73
2.5736, 1.2594, 58.96
2.2901, 1.3427, 71.01
1.7084, 0.6531, 137.02
1.3105, 0.2766, 337.88
0.7245, 0.9351, 314.30
3.0484, 1.4301, 74.03
4.8474, 1.4829, 306.71
2.6785, 1.4968, 105.49
2.1651, 1.5751, 281.20
0.3032, 1.5479, 6.57
2.8333, 0.8499, 279.09
3.8014, 1.1690, 353.90
4.8688, 1.7084, 276.85
0.9737, 1.4547, 163.84
4.9845, 0.2125, 39.93
1.6546, 0.4647, 65.26
0.5998, 0.8494, 210.13
3.4507, 1.5605, 224.82
1.0350, 0.2581, 62.08
1.7840, 0.1577, 255.88
1.5785, 1.7798, 324.36
3.3430, 0.1982, 52.42
2.8253, 0.8124, 60.24
2.2951, 0.5519, 206.84
2.3046, 0.9164, 200.01
1.9548, 1.1033, 193.89
1.3936, 0.1192, 217.80
3.8685, 0.9437, 343.93
0.7676, 0.7325, 23.67
2.9672, 0.2777, 317.65
4.2467, 0.9669, 345.30
3.2045, 1.2051, 298.02
3.5050, 1.4273, 308.98
0.8935, 0.6852, 190.34
4.0871, 1.7028, 347.96
0.4794, 1.4860, 324.18
3.9722, 0.2981, 207.12
3.1532, 0.3908, 166.27
2.1173, 0.1199, 281.68
2.1963, 0.1048, 162.37
3.8985, 1.9543, 40.94
1.6196, 0.6015, 234.62
2.2757, 0.0269, 23.66
0.9112, 1.3214, 240.33
1.9299, 0.4434, 250.54
2.6808, 0.3482, 11.28
4.5015, 0.0608, 255.03
4.9057, 0.0219, 165.71
2.9671, 0.1767, 112.48
4.2969, 1.5644, 293.79
0.7505, 1.6549, 23.42
0.3887, 0.9880, 262.76
1.4017, 0.2238, 348.11
1.8237, 0.5266, 53.21
3.0220, 0.3909, 58.58
0.3923, 0.5863, 246.48
4.7570, 0.9489, 91.50
4.9167, 0.3139, 195.17
3.2413, 1.8749, 348.42
2.0397, 0.2379, 343.74
3.7827, 0.6902, 279.24
3.4743, 0.3508, 290.13
1.4155, 1.3066, 14.97
1.3081, 1.0362, 1.18
3.2939, 1.9937, 235.87
2.1925, 0.1405, 109.87
0.7350, 0.8415, 214.68
2.1844, 1.3579, 319.33
4.2406, 0.0662, 52.01
4.2540, 1.9468, 46.78
2.5255, 0.9205, 36.69
3.7291, 1.9967, 213.79
4.2483, 0.1667, 335.13
0.3645, 1.2033, 13.53
0.6381, 1.4692, 85.14
4.9095, 0.2669, 47.69
0.5803, 1.4606, 60.35
1.8543, 1.1310, 289.76
1.8672, 1.8301, 354.14
1.2759, 0.1296, 130.82
4.1238, 1.8122, 261.95
3.7899, 1.3707, 59.36
0.5053, 0.4933, 357.54
2.9029, 0.2024, 97.85
4.7381, 0.9117, 244.92
0.8597, 0.3417, 79.41
0.1854, 0.2888, 61.73
4.5653, 1.9553, 249.97
3.0501, 1.3494, 131.18
2.7469, 0.9435, 78.52
0.4755, 0.0209, 40.19
2.5198, 1.0900, 178.78
2.0642, 1.3225, 274.24
0.6831, 0.2251, 63.22
3.6983, 1.4830, 127.11
4.2388, 1.2912, 167.31
1.4172, 0.9396, 157.53
2.3119, 1.2000, 308.70
2.8840, 0.1566, 5.13
2.5300, 1.7133, 237.89
2.1635, 1.7897, 304.38
0.5698, 0.2132, 106.25
3.3310, 1.5992, 286.11
4.6862, 0.9666, 48.86
1.1840, 0.2584, 171.55
3.9679, 0.4736, 327.41
2.0300, 0.9026, 202.64
1.4942, 1.5502, 301.36
1.1825, 0.4664, 31.69
2.5012, 1.4098, 298.52
3.4312, 0.2420, 352.40
0.1435, 0.8596, 181.50
2.0550, 1.3607, 164.87
3.8260, 1.1909, 19.74
1.0559, 1.7252, 307.21
1.8633, 1.9011, 126.40
1.5863, 1.5338, 342.11
4.5863, 1.8811, 96.31
3.6822, 1.0267, 356.49
3.1240, 0.5529, 148.09
1.5196, 0.2677, 253.37
0.2147, 1.9532, 308.05
2.4749, 0.8743, 255.45
4.6361, 0.7176, 73.15
4.2769, 0.4782, 285.43
3.0735, 1.7172, 26.89
2.3190, 0.0673, 102.54
0.3727, 0.6326, 40.45
2.6212, 0.2262, 228.86
4.9136, 1.6014, 133.35
1.4463, 1.5326, 141.78
3.3805, 1.6693, 254.51
1.1031, 0.8386, 319.87
0.5055, 1.8814, 247.74
1.9526, 1.7540, 347.74
0.2150, 1.6712, 307.40
2.0190, 0.0730, 151.82
0.8491, 0.8872, 76.34
0.1611, 0.3862, 62.75
1.6779, 1.0670, 358.83
2.4068, 0.7540, 224.76
4.8061, 0.7463, 294.70
0.8490, 1.2850, 224.62
4.3142, 0.8592, 282.89
2.9287, 0.7614, 218.39
2.3722, 1.5030, 272.68
4.1252, 0.9127, 295.84
1.3074, 0.7750, 164.35
0.6725, 0.5773, 26.58
1.4925, 1.2047, 84.58
1.0763, 1.0478, 337.64
4.6770, 0.5090, 36.23
0.8088, 0.0432, 218.24
0.9447, 1.1461, 127.47
0.5013, 0.0989, 280.05
1.1502, 1.8987, 199.62
1.0664, 0.5938, 357.02
4.4979, 1.8972, 44.66
1.2088, 1.8027, 352.64
3.7437, 0.2404, 214.51
0.9863, 1.8311, 208.19
3.4782, 1.9816, 342.89
2.0162, 0.7801, 137.84
0.5733, 1.5940, 351.64
4.5329, 0.3555, 26.04
3.1751, 0.6231, 269.33
2.1391, 1.6152, 270.90
3.1382, 0.3134, 155.67
0.9645, 1.2904, 217.65
0.8551, 0.4467, 277.61
0.4063, 0.8978, 315.34
4.3137, 1.0761, 27.69
1.5876, 0.3007, 288.29
2.1211, 0.4780, 113.91
4.2357, 0.8270, 144.41
4.5421, 1.0014, 43.29
0.1548, 1.3102, 13.77
1.3168, 0.6369, 5.33
4.3516, 0.4330, 203.37
3.1835, 0.2666, 314.71
2.2681, 1.8204, 82.56
4.2033, 1.1931, 198.87
2.2349, 1.5550, 352.71
3.0978, 1.1491, 357.33
0.5966, 0.8505, 83.08
3.8736, 1.6738, 33.24
3.2617, 1.1208, 91.80
2.8046, 1.8885, 153.07
3.0757, 0.0756, 349.85
2.5765, 1.6506, 292.01
1.1535, 0.6495, 273.24
1.3382, 1.6620, 90.81
0.1227, 0.7445, 279.11
3.3998, 0.8532, 238.21
2.7477, 0.7788, 24.12
4.1156, 0.1681, 5.25
1.3287, 0.8444, 46.39
3.3320, 0.6305, 217.08
2.6809, 0.5249, 247.69
3.2017, 0.3363, 27.78
1.0620, 1.0552, 301.27
4.2069, 1.1478, 161.89
2.0270, 1.1146, 167.65
4.2371, 0.3338, 352.78
0.6622, 1.5603, 54.38
4.1233, 1.0630, 114.99
1.2350, 1.6381, 116.48
3.1263, 1.3551, 49.83
0.7289, 0.7513, 252.10
0.1845, 0.1967, 216.59
1.9953, 1.2452, 49.90
0.2711, 0.8025, 305.80
1.0885, 0.9529, 335.15
4.3791, 1.2266, 123.81
4.5416, 0.4841, 126.21
0.6735, 1.5735, 276.14
0.9074, 0.2125, 107.13
4.5877, 0.9532, 341.55
2.9325, 1.6593, 217.85
1.5627, 1.8378, 3.22
1.6931, 1.8256, 140.42
0.3825, 0.7003, 112.88
2.8142, 1.2592, 317.79
4.5121, 0.6369, 263.13
0.2408, 0.2931, 41.48
4.4638, 0.3304, 142.08
4.9086, 1.5610, 142.60
1.4307, 1.5945, 8.18
3.8766, 0.4926, 249.96
0.0920, 0.1487, 192.13
0.4757, 0.0705, 218.49
4.7227, 0.4320, 119.42
1.0452, 0.0998, 334.39
0.5920, 0.0074, 158.50
4.5315, 1.6899, 120.03
0.7162, 0.0160, 251.87
0.4144, 0.8739, 241.93
4.2944, 1.7923, 109.69
0.8248, 1.0773, 189.95
1.3446, 0.8578, 314.89
2.1622, 0.5352, 104.51
4.5463, 0.2455, 206.49
4.1147, 0.0902, 207.29
0.6685, 0.6196, 94.95
2.1923, 1.2014, 137.30
3.8119, 1.5270, 134.01
1.1538, 0.1538, 308.73
0.2991, 1.4833, 296.09
1.7698, 1.5104, 233.86
0.6684, 1.1777, 163.24
4.0273, 1.3256, 73.86
3.6801, 0.0381, 56.34
2.7438, 1.2648, 172.05
4.3030, 1.2361, 120.50
2.7014, 0.3221, 133.37
0.1195, 1.0791, 234.35
4.1155, 1.1758, 144.61
2.7023, 0.7436, 333.32
2.7049, 0.3232, 19.28
2.4119, 0.6289, 115.96
2.9930, 0.3362, 154.71
3.6701, 0.5697, 185.92
1.3963, 1.0977, 191.72
4.3097, 1.0348, 273.25
1.7120, 1.3912, 176.39
1.8887, 1.0553, 310.58
4.1761, 1.2603, 155.92
0.9563, 1.6236, 305.85
0.3391, 1.9415, 357.43
3.5641, 0.7879, 258.95
4.8487, 1.9319, 12.03
0.0324, 0.6618, 182.91
0.6083, 0.2263, 324.26
0.3676, 1.4899, 333.98
1.8212, 0.0895, 167.86
3.6489, 1.2770, 67.02
3.7925, 1.9596, 73.00
0.8670, 1.4443, 213.07
3.7230, 0.9757, 229.66
1.4411, 0.7803, 217.05
4.3839, 0.9867, 236.67
4.1278, 0.9028, 314.86
3.8100, 0.4181, 199.14
1.6745, 1.3558, 121.95
2.5966, 1.5064, 152.18
3.5662, 0.9827, 248.21
1.0956, 0.2320, 20.43
2.8238, 1.0226, 51.15
3.4740, 0.6667, 67.94
2.9525, 1.9539, 66.45
0.2909, 1.2749, 349.53
1.6785, 1.8311, 292.63
3.2515, 1.3141, 236.34
1.5869, 0.5821, 332.39
1.4292, 1.9253, 336.47
1.4996, 1.4816, 240.84
0.3695, 0.5844, 270.28
2.3302, 1.6904, 126.78
2.0872, 0.8549, 124.24
3.7495, 1.0629, 118.59
2.6644, 0.4230, 86.69
0.5040, 0.5794, 11.67
0.8231, 0.1400, 13.47
4.1479, 0.9704, 61.58
4.8253, 0.9739, 10.96
4.3498, 0.1656, 188.32
2.1608, 1.8682, 215.26
0.6053, 0.7423, 358.82
1.5256, 1.0928, 112.20
1.2266, 1.5203, 73.30
3.9772, 1.9858, 168.84
2.1052, 0.9714, 179.23
4.9735, 1.7686, 37.53
0.9442, 0.1152, 269.53
3.5954, 1.3653, 251.53
3.0281, 0.7870, 99.49
1.7136, 0.5550, 294.95
0.1653, 1.6316, 182.21
1.9423, 0.7158, 135.15
1.5230, 1.1951, 342.32
2.3054, 1.1009, 197.36
0.4287, 1.5713, 285.85
4.3532, 0.8392, 91.41
4.5655, 1.9210, 23.39
3.2613, 1.4315, 2.51
1.5251, 0.4883, 357.25
2.2793, 1.7083, 168.73
4.7954, 0.7766, 354.19
2.8950, 0.5920, 344.27
1.7539, 0.6254, 219.92
3.1995, 1.9741, 121.29
1.7670, 1.9140, 63.84
1.9458, 1.7023, 23.80
1.2911, 0.6098, 162.06
4.9601, 0.8979, 6.73
0.2051, 0.1049, 355.19
0.9138, 1.5190, 20.56
2.9240, 0.9985, 230.78
3.0235, 0.0214, 103.67
2.8387, 0.7511, 110.98
1.1374, 1.9576, 154.34
1.0339, 1.7586, 334.64
2.6610, 0.6023, 252.39
1.8236, 0.0137, 139.23
3.5393, 0.2991, 207.33
4.7982, 1.5364, 50.60
2.3833, 1.8790, 53.48
2.3934, 1.3318, 217.56
1.8168, 0.1268, 18.90
0.9921, 1.8340, 156.13
0.9135, 1.0754, 286.28
0.7854, 0.7594, 296.72
4.3653, 0.2768, 225.77
0.8832, 1.5600, 79.93
2.1629, 0.0869, 203.54
3.7840, 1.5861, 137.55
2.6888, 1.1888, 51.11
0.3650, 1.5431, 206.10
2.8259, 0.2554, 276.01
1.6619, 0.2821, 79.25
0.9930, 1.3659, 232.95
1.4365, 1.8144, 32.71
0.6544, 0.3064, 81.53
4.0040, 0.5415, 182.82
2.1690, 1.4262, 50.55
2.5434, 0.5668, 312.83
4.5192, 0.0849, 229.22
1.1630, 1.5892, 353.11
2.9770, 0.8437, 193.19
4.3928, 0.3401, 95.28
2.5237, 1.7650, 173.21
4.8688, 0.6465, 92.96
2.3921, 0.6510, 85.46
1.4951, 0.7768, 350.94
3.5004, 0.9115, 256.41
2.8601, 1.2438, 143.48
2.9738, 0.1834, 93.53
2.9919, 0.3285, 100.29
0.0724, 1.9166, 154.93
0.5118, 1.0688, 238.36
0.3516, 0.4951, 316.16
4.7781, 0.5599, 175.87
2.3085, 0.0744, 193.77
3.1607, 0.9855, 15.46
2.5546, 1.7712, 265.85
3.2104, 0.6762, 8.09
1.2602, 1.4641, 20.03
2.3233, 0.7524, 92.69
1.1752, 1.7811, 10.90
0.0324, 0.0185, 8.06
3.2492, 1.1883, 250.95
1.7856, 0.8523, 323.05
1.4927, 1.0178, 143.48
1.6205, 1.7517, 287.70
2.8579, 1.3744, 25.37
4.5565, 1.5113, 84.16
0.0697, 1.1845, 251.54
3.0282, 0.3104, 272.00
2.2091, 1.7551, 350.42
4.8107, 0.6329, 288.87
3.3088, 1.2940, 248.50
2.1484, 1.6838, 343.82
1.8284, 0.4314, 179.43
0.4544, 0.1535, 107.80
3.3511, 1.0315, 96.24
4.5296, 1.8647, 220.49
3.9797, 1.2889, 211.62
3.0683, 1.2170, 211.18
3.5155, 0.6671, 292.63
0.6923, 0.7953, 34.71
2.9703, 0.0923, 14.99
4.6162, 0.3497, 214.37
2.3196, 1.1824, 104.67
1.7508, 0.0358, 230.88
3.4287, 0.8880, 243.77
1.1550, 1.7904, 217.13
0.8157, 1.7050, 171.48
2.8172, 0.5848, 266.37
1.9999, 1.2561, 296.74
0.2715, 0.3652, 318.38
0.6139, 1.9551, 16.41
0.9670, 0.8665, 10.57
3.1976, 1.6574, 1.25
2.9832, 0.0868, 90.75
4.6492, 1.1321, 19.04
2.9841, 0.8690, 254.69
1.4795, 0.1723, 169.92
2.6969, 0.9229, 290.61
1.9678, 1.5271, 283.17
2.0122, 1.2498, 187.95
1.3845, 1.7500, 341.37
2.0438, 0.9994, 67.96
0.9839, 1.0166, 2.78
3.7355, 0.3558, 26.33
4.7430, 0.2442, 107.60
1.5368, 0.9823, 244.04
2.8290, 1.3114, 318.61
3.7376, 0.9146, 192.25
0.5233, 1.9180, 123.47
3.5957, 0.0771, 8.17
4.7197, 0.5108, 154.74
1.0349, 0.7691, 313.47
1.4887, 1.0760, 1.78
2.6333, 1.5566, 198.33
3.0031, 1.3231, 203.11
3.5769, 0.1748, 312.65
3.3007, 0.5281, 348.05
4.3792, 0.8545, 90.67
4.4427, 1.3321, 67.74
3.5305, 1.4788, 310.82
1.9269, 1.2259, 90.99
2.3648, 1.4369, 54.73
1.6420, 0.3094, 162.63
4.3789, 1.3855, 216.90
2.4441, 1.2384, 115.74
3.9370, 1.5060, 145.21
3.6316, 1.2804, 174.79
2.2395, 0.5976, 232.20
0.7449, 0.8848, 187.29
4.5106, 1.6621, 163.18
4.7462, 1.0098, 234.44
2.5962, 0.4825, 113.22
3.4175, 0.7235, 182.40
0.9174, 0.9876, 10.85
0.2844, 1.0682, 178.53
1.9431, 0.2543, 323.57
1.0324, 1.4935, 255.26
0.4834, 0.9263, 60.50
4.3292, 0.5006, 123.10
3.8129, 1.6261, 233.55
1.4112, 0.7234, 269.89
0.8943, 1.1921, 81.97
1.5034, 1.6177, 317.19
3.4314, 0.7726, 174.76
0.4245, 1.2392, 130.13
1.2132, 1.9178, 348.74
2.8610, 1.0500, 281.28
0.2328, 0.8434, 267.40
3.3510, 0.0024, 55.20
1.8480, 1.2568, 236.95
4.6575, 0.3607, 75.80
0.7670, 1.4821, 63.85
0.2937, 1.4655, 160.93
0.8315, 1.5648, 48.66
0.7663, 0.3358, 292.46
1.0437, 0.3685, 75.74
3.2620, 1.7505, 300.27
1.2505, 1.1633, 32.16
3.1772, 1.9232, 200.41
2.5491, 1.5849, 182.61
1.1947, 1.0451, 136.73
2.5579, 1.1287, 75.88
4.8559, 0.6783, 167.37
3.7856, 1.5721, 17.81
0.2140, 1.9725, 297.38
1.1660, 0.2744, 154.83
0.4860, 0.4899, 117.15
2.4679, 1.1386, 48.51
4.3610, 0.1503, 189.39
3.5271, 0.9182, 154.64
1.9551, 1.1172, 63.54
1.1376, 1.9634, 54.79
1.2334, 0.1823, 186.53
3.0739, 1.9537, 148.23
4.9392, 0.4422, 266.56
3.3126, 1.1159, 39.74
4.3589, 1.6129, 175.06
0.3651, 1.4494, 202.24
4.0491, 1.4489, 132.79
0.8020, 0.8587, 268.57
2.4147, 1.6116, 326.22
3.5586, 1.4057, 208.36
2.3674, 0.8765, 237.76
1.7023, 0.1428, 149.91
0.8037, 0.3081, 131.81
0.1131, 1.1204, 159.83
0.4830, 1.0075, 335.72
1.3277, 1.3611, 170.45
4.5306, 0.2683, 95.35
0.5313, 1.4337, 306.88
4.1059, 1.0167, 314.89
2.5984, 1.0476, 337.96
2.7192, 1.9675, 231.65
1.2703, 0.4855, 255.92
3.7880, 1.7010, 112.72
3.9995, 1.3452, 209.88
2.7079, 0.5672, 14.19
1.7252, 0.2493, 126.55
0.7143, 1.2727, 49.39
1.8389, 1.3544, 105.70
1.2488, 0.8100, 224.01
0.3391, 0.1449, 192.90
2.8557, 1.4454, 306.35
1.7030, 1.1968, 8.74
4.4366, 1.2646, 350.49
3.2694, 1.2613, 341.62
4.9044, 1.1642, 71.40
4.3506, 0.9703, 225.87
2.4227, 0.4697, 206.98
0.9673, 0.9184, 303.90
4.7860, 0.4812, 73.76
0.8461, 1.8668, 162.12
1.2584, 1.9921, 343.02
2.4398, 1.1187, 318.23
0.2401, 1.3872, 286.25
2.7178, 1.1093, 256.46
2.8184, 1.7818, 180.82
4.6314, 0.8624, 262.32
1.4434, 1.1480, 28.92
3.9410, 1.2273, 292.81
4.0572, 0.0849, 330.93
1.2759, 0.1700, 217.44
4.4845, 1.4302, 92.88
3.1771, 1.1799, 96.25
4.6860, 1.3333, 314.01
0.1805, 1.4871, 301.87
4.5682, 1.8483, 97.47
0.2857, 0.4007, 319.47
2.1870, 1.1464, 59.63
3.5777, 0.1346, 73.43
2.6932, 0.7860, 149.92
2.0900, 1.5897, 158.68
3.6467, 1.4440, 49.59
0.5001, 0.6200, 114.48
4.9756, 1.8609, 263.12
0.4354, 1.1137, 101.23
2.6440, 0.2936, 113.84
1.8775, 1.5857, 102.53
2.9275, 1.8352, 171.23
1.9017, 0.7985, 151.03
3.3815, 1.3772, 252.44
1.0323, 1.1178, 24.84
3.7263, 0.5230, 211.32
0.8353, 1.2358, 174.54
0.5968, 0.8215, 200.85
1.6313, 0.6222, 298.98
3.3745, 1.0775, 139.68
3.5757, 0.1570, 68.29
0.5460, 1.6164, 79.60
2.4972, 1.8184, 248.27
1.4837, 1.4862, 217.89
1.6967, 0.6322, 47.13
4.8833, 0.1805, 111.84
3.0305, 0.5656, 249.30
3.0562, 1.1601, 244.87
3.0364, 1.7874, 62.12
2.3228, 1.2183, 145.64
3.6983, 1.0625, 180.23
2.2786, 1.3683, 42.27
4.4538, 1.7305, 257.17
1.2877, 0.8079, 60.69
3.2258, 0.6577, 291.96
3.0173, 0.7221, 194.33
1.6409, 1.4891, 165.32
0.9868, 1.4707, 328.79
3.5879, 0.1883, 257.37
4.5881, 0.8779, 137.86
3.6648, 1.4128, 154.00
2.3181, 1.7119, 304.27
1.8398, 1.0268, 126.12
2.2268, 0.9264, 219.97
4.1905, 1.2172, 245.05
2.9724, 0.9693, 128.58
0.5967, 1.8537, 21.45
3.6515, 1.6867, 178.47
3.0012, 0.0638, 139.48
0.9663, 1.6003, 153.75
1.5548, 0.6973, 263.60
0.0862, 1.5687, 356.11
3.2451, 0.5877, 201.18
1.4178, 1.5938, 162.78
2.1948, 1.7560, 126.56
2.8935, 0.5975, 359.94
0.0656, 0.3566, 4.55
1.6116, 0.6389, 164.03
1.3112, 1.4899, 242.63
2.6498, 0.0203, 239.81
3.4925, 0.3049, 205.53
3.0659, 1.4250, 146.34
4.2778, 1.0788, 56.74
1.2127, 1.5850, 243.88
4.8097, 1.4249, 217.50
4.6400, 0.6702, 188.80
3.3836, 1.4107, 349.23
4.7850, 0.9099, 314.86
1.7769, 1.2359, 172.28
4.8789, 1.0170, 295.45
1.1312, 1.7114, 90.12
2.1453, 1.0199, 275.37
3.3794, 1.3185, 263.25
1.2514, 1.2181, 145.03
3.5214, 0.5362, 239.73
1.7376, 0.9187, 281.29
0.7122, 0.0338, 240.41
0.6487, 0.5946, 123.24
3.3610, 1.5668, 200.39
2.7175, 0.6557, 149.52
2.0798, 0.9060, 331.28
2.3675, 0.3264, 86.85
1.8343, 1.3625, 103.73
2.1233, 0.5286, 213.99
4.6873, 0.3203, 326.58
3.2937, 0.7397, 313.52
0.2691, 0.4823, 267.84
2.1334, 0.4368, 230.45
3.9372, 0.5584, 165.72
3.6729, 0.3347, 354.52
3.3979, 0.5344, 192.99
3.6511, 0.5648, 149.37
4.3529, 1.2089, 103.38
0.1537, 1.0137, 35.60
2.9223, 1.7861, 33.71
1.7354, 1.6275, 283.36
2.4466, 1.6835, 274.55
2.4320, 1.8944, 155.39
0.6670, 0.9430, 324.12
2.1969, 0.1234, 91.46
0.6041, 1.7591, 336.43
4.8930, 0.8272, 86.81
3.6952, 1.4263, 202.89
0.6120, 0.2531, 77.82
1.6673, 1.3105, 66.80
1.1498, 1.7326, 201.77
0.6779, 0.2868, 327.18
4.4908, 0.8659, 289.60
1.5214, 1.1965, 29.80
3.4661, 1.8074, 4.18
0.8076, 0.3934, 244.94
2.4691, 0.0989, 98.09
1.1532, 1.6365, 102.72
2.0327, 1.6812, 57.96
0.1558, 0.9008, 256.74
0.8087, 1.8457, 181.80
1.2966, 1.5435, 227.38
0.3675, 0.6997, 138.34
4.4333, 0.6633, 123.62
4.0363, 1.5115, 317.35
0.9115, 0.0712, 72.17
4.2761, 0.5169, 94.83
2.8871, 0.4976, 257.35
1.9365, 0.4609, 35.16
1.5185, 0.8659, 274.15
4.0597, 0.4253, 211.43
3.7604, 1.7300, 249.82
0.3433, 0.6704, 162.13
1.1206, 1.7396, 250.79
4.3844, 0.0457, 213.99
1.0644, 1.9005, 136.38
4.2370, 1.1895, 151.67
3.0880, 1.7892, 190.10
4.5665, 0.8027, 35.76
3.3979, 0.5609, 189.94
4.2477, 1.5605, 273.58
2.2890, 1.3665, 359.87
2.9653, 1.5926, 117.95
2.2984, 0.5578, 109.05
1.1760, 1.3046, 253.35
2.5714, 0.0811, 25.63
1.5199, 1.1878, 334.84
1.9276, 1.0783, 273.04
0.1564, 0.3454, 92.36
1.8833, 1.8421, 358.79
0.1955, 0.0989, 352.08
4.0905, 0.0306, 342.30
3.3500, 1.7948, 198.24
2.2358, 1.9768, 299.33
2.0186, 1.7128, 44.87
0.6227, 0.3332, 40.43
1.4658, 0.2894, 313.00
2.7754, 1.5860, 282.06
2.9642, 0.3968, 225.93
0.8515, 0.8186, 91.28
3.6312, 1.4428, 217.27
4.1403, 0.5983, 329.34
0.2736, 0.1459, 250.98
1.7407, 1.4109, 238.35
4.2614, 1.6560, 94.71
2.9711, 1.1918, 79.92
4.5113, 1.7181, 100.79
3.0917, 0.5967, 179.32
3.0502, 1.6482, 166.72
2.9536, 1.7748, 339.85
2.3854, 1.3318, 28.52
3.3343, 0.9551, 325.84
2.4882, 0.7623, 119.02
4.9683, 1.0004, 179.12
0.9134, 0.3910, 288.88
4.8550, 0.6299, 14.55
3.6085, 1.2294, 140.36
1.7924, 0.3868, 330.53
2.3078, 1.3482, 19.10
1.6332, 1.3929, 294.96
1.9229, 0.0207, 149.25
1.3082, 1.0539, 48.99
3.4584, 0.7487, 330.46
3.9920, 1.0810, 199.36
3.2264, 0.6407, 172.51
0.7599, 1.0076, 22.23
3.1649, 1.3610, 171.26
4.6739, 1.9827, 284.38
2.4399, 1.8217, 198.82
2.8007, 1.1948, 273.08
0.9200, 1.1494, 52.13
4.0523, 1.2638, 255.60
0.7894, 1.9955, 103.08
3.8951, 0.6426, 120.57
3.1373, 0.9075, 94.62
3.2862, 1.8816, 258.66
1.2755, 1.3865, 196.57
0.9262, 1.1846, 87.93
0.7182, 1.6716, 103.51
0.3447, 1.1075, 299.45
2.1791, 1.5070, 353.35
0.2243, 1.5266, 212.56
4.6994, 1.6247, 21.07
4.4863, 1.9878, 359.45
0.9676, 1.7059, 36.71
2.6772, 1.4397, 345.94
2.7089, 1.2105, 64.81
0.4744, 0.9132, 6.77
0.1385, 0.8079, 235.93
3.6916, 1.1432, 294.44
1.9020, 0.8941, 193.61
1.0471, 0.7614, 134.26
0.3714, 0.1230, 99.03
1.2932, 1.8991, 24.29
2.0108, 0.8957, 165.56
3.5606, 1.2531, 352.08
